source	replacement	kind	priority	is_locked	enabled	by	created_at	expires_at	tags	note
かいめいそうこく	晦明相克	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
かいめいのいん	晦明の印	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
かいめいのしるし	晦明の印	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
かぎなわし	鉤縄師	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
かさねてさけをすすみ	重ねて酒を進み	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
がちゅうじん	画中人	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
かんそくし	緩速師	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
かんぼう	寒芒	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
きこうろうしゅ	帰行老酒	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
きめい	帰溟	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
きゃくさん	客桟	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
きゅうていしんし	宮廷信使	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
きょうふうのさげん	狂風の砂原	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ぎょうゆう	行裕	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
きょきさん	居奇山	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ぎょくもん	玉門	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
きんてんかん	欽天監	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ぎんゆうしゃ	吟遊者	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
くろみの	黒簑	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ぐんこう	群攻	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ぐんゆし	群癒師	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
けいこう	軽功	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
けつじょう	血掟	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
けつじょうてきさす	血掟テキサス	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
けんう	剣雨	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
げんがん	源岩	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
げんがんこう	源岩鉱	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
けんじょうほうしゅ	堅城砲手	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
げんせき	源石	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
こうご	句呉	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
こうごじょう	句呉城	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
こうせきびょう	鉱石病	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
こうみょうらいらく	光明磊落	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
こくさい	黒簑	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
こしょうしゅ	湖松酒	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ごぼうかく	五紡閣	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
こんたんほう	昏譚峰	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
さが	嵯峨	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
さげん	砂原	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
さつこうほう	攥江峰	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
さんかいしゅう	山海衆	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
さんざんじゅうしちほう	三山十七峰	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
さんざんじゅうはちほう	三山十八峰	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
しうんほう	梓雲峰	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
しぇんろう	慎楼	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
しごうきん	熾合金	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
しざい	試剤	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
しさいだい	司歳台	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
じしょくにん	持燭人	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
しほん	四品	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
しゃさんこじ	煮傘居士	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
じゅうじゅん	重盾	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
じゅうじゅんえいし	重盾衛士	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
じゅうにほん	従二品	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
しゅくせいいん	粛清院	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
しゅこうほう	取江峰	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
じゅつせんし	術戦士	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
じゅゆし	呪癒師	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
しょうき	承曦	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
しょうぎ	承曦	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
しょうしょ	尚書	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
しょうしょく	尚蜀	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
しょくどう	蜀道	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
じんかん	人間	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
しんぎんざん	真銀斬	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
じんじつほう	尋日峰	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
しんみん	神民	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
しんめい	深溟	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
しんらんく	新巒区	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
しんろう	真狼	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
すいげき	推撃	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
すいげきしゅ	推撃手	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
すいばく	睡爆	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
すいぼつちょうくつ	水没潮窟	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
すうしゅうほう	数舟峰	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ずおらう	左楽	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
せいどう	錆銅	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
せいらいはく	青雷伯	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
せいらんほう	青鑾峰	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
せきしょう	赤霄	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
せんみん	先民	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
そうき	操機	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
そうこう	崢嶸	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
そうさんと	争山渡	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
そうゆう	礎烏有	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
たいほー	太合	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
だいりじしょうけい	大理寺少卿	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
たくじん	濯塵	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
だくしん	濁心	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
たくぢん	濯塵	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
たんぷ	担夫	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ちゃーふう	茶壺	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ちんぎんざん	賃金斬	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ちんぎんざん	輝かざる栄光	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
てい	鄭	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ていじゅう	諦獣	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ていちんゆえ	鄭清鉞	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
でいでいほう	泥泥峰	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
てんがく	天岳	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
てんどう	天瞠	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
とうげん	糖源	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
どぅやおいぇ	杜遥夜	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
とうりんい	登臨意	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
にんつーちう	寧辞秋	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ばいでぃんしゃん	白定山	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ばんしょうついおくろく	万象追憶録	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ひごえいし	庇護衛士	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ひぼう	牌坊	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ひょうきょく	鏢局	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ひょうし	鏢師	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ひょうとう	鏢頭	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ふかい	浮海	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ふくかんさつぎょし	副観察御史	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ふへいうし	浮萍雨師	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
へいすいこう	平祟候	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
べつりほう	別離峰	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ぼうすいへい	忘水坪	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ほうもうかいかい	法網恢恢	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ぼくりょう	墨魎	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
まおしゅえわん	毛血旺	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
まなじり	睚	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
みちょうく	未長区	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
むそうようらん	夢想揺藍	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
めい	明	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
もうりょう	罔両	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
もんそうかく	問霜客	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
やそう	野鬃	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
やそうきし	野鬃騎士	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ゆいめん	玉門	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ゆうりゅう	遊龍	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ようきし	耀騎士	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
らくてい	落蹄	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
らくていしゅう	落蹄州	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
りゃん	梁	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
りゃんしゅん	梁洵	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
りゅうある	劉二	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
りゅううんく	流雲区	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
りんちんいぇん	麟青硯	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
れいぶ	礼部	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
れいぶさじろう	礼部左侍郎	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
れんげきし	鎌撃士	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
れんさゆし	連鎖癒師	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ろうしゅ	狼主	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ろどす	ロドス	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ろんめん	龍門	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ろんめんへい	龍門幣	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
わらいておおごとをこせ	笑いて瑟を鼓せ	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ちょんゆえ	重岳	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ぼうあい	芒鞋	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
やぞうぼう	治造坊	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
えんじゅ	槐	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
くんしゃく	勛爵	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
どうとう	導灯	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
かいこう	恢弘	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
どうとうのしれん	導灯の試練	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
かいこうしれん	恢弘試練	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
していしれん	指定試練	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
ひょうじゅんしれん	標準試練	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
つゆはなむら	露華村	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
そうぼさんち	蒼暮山地	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
かしわう	柏生	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
がいそうじゅう	鎧爪獣	literal	0	true	true	arknights	2026-04-22T18:33:12Z		dictionary.arknights	migrated from dictionary.arknights.txt
